repeat,scenario,cadence_seconds,phase_seconds,evaluator_tier,evaluation_scope,expected_class_set,observed_verdict,observed_class,observed_class_set,undecidable_components,detection_rate_hit,first_priority_correct,classification_correct,hamming_loss,polls,injection_started_utc,onset_observed_utc,actuation_seconds,ddl_seconds,end_to_end_seconds,tte_seconds,evidence_semantics
4,S3,2.0,0.2863163939401465,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,6,2026-08-08T00:00:29.901881+00:00,2026-08-08T00:00:30.027273+00:00,0.12539179110899568,10.469048666767776,10.594440457876772,10.469092333689332,minimal synchronous verdict bundle
4,S3,10.0,2.19366924367417,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,2,2026-08-08T00:00:29.901881+00:00,2026-08-08T00:00:30.027273+00:00,0.12539179110899568,12.385341624729335,12.510733415838331,12.385387833695859,minimal synchronous verdict bundle
4,S4,0.5,0.36943010651697,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-07T23:59:50.915154+00:00,2026-08-07T23:59:52.368957+00:00,1.4537885002791882,0.5430007078684866,1.9967892081476748,0.5430471668951213,minimal synchronous verdict bundle
4,S4,2.0,0.6254071238662808,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-07T23:59:50.915154+00:00,2026-08-07T23:59:52.368957+00:00,1.4537885002791882,0.8171902080066502,2.2709787082858384,0.8172418749891222,minimal synchronous verdict bundle
4,S4,10.0,9.48593461279765,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-07T23:59:50.915154+00:00,2026-08-07T23:59:52.368957+00:00,1.4537885002791882,9.719069041777402,11.17285754205659,9.719113667029887,minimal synchronous verdict bundle
4,S5,0.5,0.16478184291713915,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:00:05.054033+00:00,2026-08-08T00:00:05.107074+00:00,0.05304308282211423,0.33032095804810524,0.38336404087021947,0.33037416683509946,minimal synchronous verdict bundle
4,S5,2.0,1.7625807221821483,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:00:05.054033+00:00,2026-08-08T00:00:05.107074+00:00,0.05304308282211423,2.0021244999952614,2.0551675828173757,2.0021748328581452,minimal synchronous verdict bundle
4,S5,10.0,5.0333699374758565,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:00:05.054033+00:00,2026-08-08T00:00:05.107074+00:00,0.05304308282211423,5.2201474998146296,5.273190582636744,5.220191082917154,minimal synchronous verdict bundle
4,S6,0.5,0.3520364465900982,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-07T23:59:23.959280+00:00,2026-08-07T23:59:35.121373+00:00,11.16199570801109,0.5891765002161264,11.751172208227217,0.5892438339069486,minimal synchronous verdict bundle
4,S6,2.0,0.9853559486917502,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-07T23:59:23.959280+00:00,2026-08-07T23:59:35.121373+00:00,11.16199570801109,1.177065750118345,12.339061458129436,1.1771114589646459,minimal synchronous verdict bundle
4,S6,10.0,1.5473531857809375,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-07T23:59:23.959280+00:00,2026-08-07T23:59:35.121373+00:00,11.16199570801109,1.7350993338041008,12.897095041815192,1.735136916860938,minimal synchronous verdict bundle
4,S7,0.5,0.05262701853461971,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:00:12.951396+00:00,2026-08-08T00:00:12.967058+00:00,0.015664124861359596,0.2096285419538617,0.2252926668152213,0.20967849995940924,minimal synchronous verdict bundle
4,S7,2.0,1.4410297046389795,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:00:12.951396+00:00,2026-08-08T00:00:12.967058+00:00,0.015664124861359596,1.6297027077525854,1.645366832613945,1.6297760419547558,minimal synchronous verdict bundle
4,S7,10.0,6.020237842833659,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:00:12.951396+00:00,2026-08-08T00:00:12.967058+00:00,0.015664124861359596,6.254320750012994,6.269984874874353,6.254369082860649,minimal synchronous verdict bundle
4,S8,0.5,0.3961547129460597,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:00:22.460012+00:00,2026-08-08T00:00:22.482342+00:00,0.02232791669666767,0.6034706248901784,0.6257985415868461,0.6035122079774737,minimal synchronous verdict bundle
4,S8,2.0,0.41734601778728386,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:00:22.460012+00:00,2026-08-08T00:00:22.482342+00:00,0.02232791669666767,0.7773111253045499,0.7996390420012176,0.7773615410551429,minimal synchronous verdict bundle
4,S8,10.0,4.299745185556195,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:00:22.460012+00:00,2026-08-08T00:00:22.482342+00:00,0.02232791669666767,4.547966999933124,4.570294916629791,4.548052875325084,minimal synchronous verdict bundle
4,S9,0.5,0.3758754843706774,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-07T23:59:45.424481+00:00,2026-08-07T23:59:45.438200+00:00,0.013725916855037212,0.5127367922104895,0.5264627090655267,0.5128041249699891,minimal synchronous verdict bundle
4,S9,2.0,1.3116921793808844,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-07T23:59:45.424481+00:00,2026-08-07T23:59:45.438200+00:00,0.013725916855037212,1.469959917012602,1.4836858338676393,1.4700010833330452,minimal synchronous verdict bundle
4,S9,10.0,2.370909433646442,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-07T23:59:45.424481+00:00,2026-08-07T23:59:45.438200+00:00,0.013725916855037212,2.508012583013624,2.521738499868661,2.5080575002357364,minimal synchronous verdict bundle
5,S1,0.5,0.1896330716960613,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:02:43.357018+00:00,2026-08-08T00:02:43.403001+00:00,0.04598254198208451,0.35934620816260576,0.4053287501446903,0.3593917083926499,minimal synchronous verdict bundle
5,S1,2.0,0.30666620430769087,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:02:43.357018+00:00,2026-08-08T00:02:43.403001+00:00,0.04598254198208451,0.5208202921785414,0.5668028341606259,0.5208668331615627,minimal synchronous verdict bundle
5,S1,10.0,1.4104323924213524,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:02:43.357018+00:00,2026-08-08T00:02:43.403001+00:00,0.04598254198208451,1.6020252080634236,1.6480077500455081,1.6020717504434288,minimal synchronous verdict bundle
5,S2,0.5,0.27166013798891486,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:02:28.915920+00:00,2026-08-08T00:02:31.003055+00:00,2.0870983339846134,0.4646861660294235,2.551784500014037,0.4647427499294281,minimal synchronous verdict bundle
5,S2,2.0,0.5852848041912895,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:02:28.915920+00:00,2026-08-08T00:02:31.003055+00:00,2.0870983339846134,0.7566033331677318,2.843701667152345,0.7566415830515325,minimal synchronous verdict bundle
5,S2,10.0,9.19826109465264,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:02:28.915920+00:00,2026-08-08T00:02:31.003055+00:00,2.0870983339846134,9.424965583253652,11.512063917238265,9.425025790929794,minimal synchronous verdict bundle
5,S3,0.5,0.08712982572526778,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,21,2026-08-08T00:02:06.798150+00:00,2026-08-08T00:02:06.928934+00:00,0.13079095911234617,10.29461224982515,10.425403208937496,10.294683582615107,minimal synchronous verdict bundle
5,S3,2.0,0.4934616433477741,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,6,2026-08-08T00:02:06.798150+00:00,2026-08-08T00:02:06.928934+00:00,0.13079095911234617,10.676601415965706,10.807392375078052,10.676667999941856,minimal synchronous verdict bundle
5,S3,10.0,6.148382125556107,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,2,2026-08-08T00:02:06.798150+00:00,2026-08-08T00:02:06.928934+00:00,0.13079095911234617,16.40137487463653,16.532165833748877,16.40143666602671,minimal synchronous verdict bundle
5,S4,0.5,0.14844669254211185,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:01:31.821537+00:00,2026-08-08T00:01:33.371093+00:00,1.549535458907485,0.3549345410428941,1.9044699999503791,0.35498470813035965,minimal synchronous verdict bundle
5,S4,2.0,1.3923783006251793,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:01:31.821537+00:00,2026-08-08T00:01:33.371093+00:00,1.549535458907485,1.570861583109945,3.12039704201743,1.570904791355133,minimal synchronous verdict bundle
5,S4,10.0,3.265278277371203,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:01:31.821537+00:00,2026-08-08T00:01:33.371093+00:00,1.549535458907485,3.443244125228375,4.99277958413586,3.4432959579862654,minimal synchronous verdict bundle
5,S5,0.5,0.2937622946699818,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:01:39.300075+00:00,2026-08-08T00:01:39.316727+00:00,0.016656499821692705,0.46009945776313543,0.47675595758482814,0.4601380410604179,minimal synchronous verdict bundle
5,S5,2.0,0.026139452863783053,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:01:39.300075+00:00,2026-08-08T00:01:39.316727+00:00,0.016656499821692705,0.1962412907741964,0.2128977905958891,0.19628308294340968,minimal synchronous verdict bundle
5,S5,10.0,1.1361677307132367,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:01:39.300075+00:00,2026-08-08T00:01:39.316727+00:00,0.016656499821692705,1.3270543748512864,1.3437108746729791,1.3270954578183591,minimal synchronous verdict bundle
5,S6,0.5,0.4334768036349135,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:01:43.389728+00:00,2026-08-08T00:01:52.657259+00:00,9.26743954187259,0.5968333333730698,9.86427287524566,0.5968752503395081,minimal synchronous verdict bundle
5,S6,2.0,0.1436302247062169,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:01:43.389728+00:00,2026-08-08T00:01:52.657259+00:00,9.26743954187259,0.3189213750883937,9.586360916960984,0.3189863753505051,minimal synchronous verdict bundle
5,S6,10.0,5.394636329364079,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:01:43.389728+00:00,2026-08-08T00:01:52.657259+00:00,9.26743954187259,5.646153500303626,14.913593042176217,5.646212500054389,minimal synchronous verdict bundle
5,S7,0.5,0.1350811259063267,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:01:28.002752+00:00,2026-08-08T00:01:28.015443+00:00,0.012692042160779238,0.44452733313664794,0.4572193752974272,0.4445753749459982,minimal synchronous verdict bundle
5,S7,2.0,0.9974204327104306,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:01:28.002752+00:00,2026-08-08T00:01:28.015443+00:00,0.012692042160779238,1.2144092917442322,1.2271013339050114,1.2144517078995705,minimal synchronous verdict bundle
5,S7,10.0,0.0019326808540998108,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:01:28.002752+00:00,2026-08-08T00:01:28.015443+00:00,0.012692042160779238,0.16680941684171557,0.1795014590024948,0.1668736250139773,minimal synchronous verdict bundle
5,S8,0.5,0.008160866528902466,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:01:23.624294+00:00,2026-08-08T00:01:23.636929+00:00,0.012636040803045034,0.21965683391317725,0.2322928747162223,0.21969699999317527,minimal synchronous verdict bundle
5,S8,2.0,1.6177445588764936,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:01:23.624294+00:00,2026-08-08T00:01:23.636929+00:00,0.012636040803045034,1.8038243339397013,1.8164603747427464,1.8038932499475777,minimal synchronous verdict bundle
5,S8,10.0,0.5069708173217058,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:01:23.624294+00:00,2026-08-08T00:01:23.636929+00:00,0.012636040803045034,0.682738124858588,0.695374165661633,0.682786709163338,minimal synchronous verdict bundle
5,S9,0.5,0.23553215878291645,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-08T00:01:16.117763+00:00,2026-08-08T00:01:16.129924+00:00,0.012164208106696606,0.3931126669049263,0.4052768750116229,0.3931575417518616,minimal synchronous verdict bundle
5,S9,2.0,1.2695617642358896,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-08T00:01:16.117763+00:00,2026-08-08T00:01:16.129924+00:00,0.012164208106696606,1.460705999750644,1.4728702078573406,1.4607454999350011,minimal synchronous verdict bundle
5,S9,10.0,4.610753506002116,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-08T00:01:16.117763+00:00,2026-08-08T00:01:16.129924+00:00,0.012164208106696606,4.747155707795173,4.7593199159018695,4.747208749875426,minimal synchronous verdict bundle
6,S1,0.5,0.23064162485681244,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:03:20.703532+00:00,2026-08-08T00:03:20.753151+00:00,0.049617583863437176,0.396955540869385,0.4465731247328222,0.3969995412044227,minimal synchronous verdict bundle
6,S1,2.0,1.948079219010352,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:03:20.703532+00:00,2026-08-08T00:03:20.753151+00:00,0.049617583863437176,2.151650540996343,2.20126812485978,2.1517098750919104,minimal synchronous verdict bundle
6,S1,10.0,8.47432962794771,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:03:20.703532+00:00,2026-08-08T00:03:20.753151+00:00,0.049617583863437176,8.711289875209332,8.760907459072769,8.711355416104198,minimal synchronous verdict bundle
6,S2,0.5,0.4173885681229913,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:02:48.750098+00:00,2026-08-08T00:02:51.001266+00:00,2.251103584188968,0.6611580001190305,2.9122615843079984,0.6612124578095973,minimal synchronous verdict bundle
6,S2,2.0,1.1942870274621604,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:02:48.750098+00:00,2026-08-08T00:02:51.001266+00:00,2.251103584188968,1.3772410000674427,3.6283445842564106,1.377287750132382,minimal synchronous verdict bundle
6,S2,10.0,9.154561201802396,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:02:48.750098+00:00,2026-08-08T00:02:51.001266+00:00,2.251103584188968,9.39721200009808,11.648315584287047,9.397275499999523,minimal synchronous verdict bundle
6,S3,0.5,0.2702643349472208,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,13,2026-08-08T00:04:29.668783+00:00,2026-08-08T00:04:29.809866+00:00,0.14108591666445136,6.493483874946833,6.634569791611284,6.493567124940455,minimal synchronous verdict bundle
6,S3,2.0,1.7330782237597968,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,4,2026-08-08T00:04:29.668783+00:00,2026-08-08T00:04:29.809866+00:00,0.14108591666445136,7.943035624921322,8.084121541585773,7.943087667226791,minimal synchronous verdict bundle
6,S3,10.0,0.2467021225887056,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,2,2026-08-08T00:04:29.668783+00:00,2026-08-08T00:04:29.809866+00:00,0.14108591666445136,10.439343458041549,10.580429374706,10.439393375068903,minimal synchronous verdict bundle
6,S4,0.5,0.06429115779230049,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:03:32.503204+00:00,2026-08-08T00:03:34.037200+00:00,1.5339791658334434,0.2808929169550538,1.8148720827884972,0.2809716248884797,minimal synchronous verdict bundle
6,S4,2.0,1.5067279509492397,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:03:32.503204+00:00,2026-08-08T00:03:34.037200+00:00,1.5339791658334434,1.6838396252132952,3.2178187910467386,1.683883999940008,minimal synchronous verdict bundle
6,S4,10.0,1.2479059984618113,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:03:32.503204+00:00,2026-08-08T00:03:34.037200+00:00,1.5339791658334434,1.4416902922093868,2.9756694580428302,1.4417329588904977,minimal synchronous verdict bundle
6,S5,0.5,0.2543270856993556,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:04:17.590869+00:00,2026-08-08T00:04:17.614042+00:00,0.023172334302216768,0.4131453325971961,0.43631766689941287,0.4131918749772012,minimal synchronous verdict bundle
6,S5,2.0,0.05538069473767204,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:04:17.590869+00:00,2026-08-08T00:04:17.614042+00:00,0.023172334302216768,0.23623574990779161,0.2594080842100084,0.23628837475553155,minimal synchronous verdict bundle
6,S5,10.0,8.503859463619442,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:04:17.590869+00:00,2026-08-08T00:04:17.614042+00:00,0.023172334302216768,8.765685624908656,8.788857959210873,8.765770124737173,minimal synchronous verdict bundle
6,S6,0.5,0.3601355489538753,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:03:38.171300+00:00,2026-08-08T00:03:48.336993+00:00,10.165584084112197,0.5550770000554621,10.72066108416766,0.5551775828935206,minimal synchronous verdict bundle
6,S6,2.0,1.803223807594814,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:03:38.171300+00:00,2026-08-08T00:03:48.336993+00:00,10.165584084112197,2.025207375176251,12.190791459288448,2.0252673751674592,minimal synchronous verdict bundle
6,S6,10.0,9.45166662919907,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:03:38.171300+00:00,2026-08-08T00:03:48.336993+00:00,10.165584084112197,9.75348929129541,19.919073375407606,9.753578083124012,minimal synchronous verdict bundle
6,S7,0.5,0.06556891681115101,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:03:09.295680+00:00,2026-08-08T00:03:09.356111+00:00,0.06042954185977578,0.2527136248536408,0.3131431667134166,0.25277654081583023,minimal synchronous verdict bundle
6,S7,2.0,0.35504099904398023,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:03:09.295680+00:00,2026-08-08T00:03:09.356111+00:00,0.06042954185977578,0.5234362077899277,0.5838657496497035,0.5234895409084857,minimal synchronous verdict bundle
6,S7,10.0,7.889963372170951,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:03:09.295680+00:00,2026-08-08T00:03:09.356111+00:00,0.06042954185977578,8.19791645789519,8.258345999754965,8.198016791138798,minimal synchronous verdict bundle
6,S8,0.5,0.18741599954552163,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:04:06.883719+00:00,2026-08-08T00:04:06.935526+00:00,0.051818959414958954,0.360339957755059,0.41215891717001796,0.3604092909954488,minimal synchronous verdict bundle
6,S8,2.0,1.8485892653341942,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:04:06.883719+00:00,2026-08-08T00:04:06.935526+00:00,0.051818959414958954,2.1046622497960925,2.1564812092110515,2.1047135828994215,minimal synchronous verdict bundle
6,S8,10.0,7.023965346115757,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:04:06.883719+00:00,2026-08-08T00:04:06.935526+00:00,0.051818959414958954,7.265184790827334,7.317003750242293,7.265281624626368,minimal synchronous verdict bundle
6,S9,0.5,0.24117343597424962,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-08T00:03:03.230489+00:00,2026-08-08T00:03:03.251054+00:00,0.020563833881169558,0.363814250100404,0.3843780839815736,0.36388862505555153,minimal synchronous verdict bundle
6,S9,2.0,1.2961083077565014,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-08T00:03:03.230489+00:00,2026-08-08T00:03:03.251054+00:00,0.020563833881169558,1.4254651661030948,1.4460289999842644,1.425509124994278,minimal synchronous verdict bundle
6,S9,10.0,3.049369196798316,T2,T4-full-vector,evidence,undecidable,evidence,evidence,authorization|intent,True,True,True,0.0,1,2026-08-08T00:03:03.230489+00:00,2026-08-08T00:03:03.251054+00:00,0.020563833881169558,3.236693666316569,3.2572575001977384,3.2368502910248935,minimal synchronous verdict bundle
7,S1,0.5,0.3476834401156776,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:06:28.248078+00:00,2026-08-08T00:06:28.368370+00:00,0.12029479071497917,0.5144391669891775,0.6347339577041566,0.514686374925077,minimal synchronous verdict bundle
7,S1,2.0,1.079068834261109,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:06:28.248078+00:00,2026-08-08T00:06:28.368370+00:00,0.12029479071497917,1.279489042237401,1.3997838329523802,1.2795364172197878,minimal synchronous verdict bundle
7,S1,10.0,1.4769456047585772,T0n,T4-full-vector,configuration,drift,configuration,configuration,,True,True,True,0.0,1,2026-08-08T00:06:28.248078+00:00,2026-08-08T00:06:28.368370+00:00,0.12029479071497917,1.687319042161107,1.8076138328760862,1.6873598750680685,minimal synchronous verdict bundle
7,S2,0.5,0.37680508652152006,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:05:05.383144+00:00,2026-08-08T00:05:08.004071+00:00,2.620557625312358,0.6116798748262227,3.232237500138581,0.6117516248486936,minimal synchronous verdict bundle
7,S2,2.0,1.6796914220710895,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:05:05.383144+00:00,2026-08-08T00:05:08.004071+00:00,2.620557625312358,1.8753807917237282,4.495938417036086,1.8754792497493327,minimal synchronous verdict bundle
7,S2,10.0,5.036269288991915,T2,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:05:05.383144+00:00,2026-08-08T00:05:08.004071+00:00,2.620557625312358,5.238963374868035,7.8595210001803935,5.239009791985154,minimal synchronous verdict bundle
7,S3,0.5,0.2880985743283437,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,18,2026-08-08T00:06:00.501943+00:00,2026-08-08T00:06:00.629580+00:00,0.1276382077485323,9.070180584210902,9.197818791959435,9.07030533393845,minimal synchronous verdict bundle
7,S3,2.0,1.6866728350369233,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,5,2026-08-08T00:06:00.501943+00:00,2026-08-08T00:06:00.629580+00:00,0.1276382077485323,9.890224042348564,10.017862250097096,9.89025929197669,minimal synchronous verdict bundle
7,S3,10.0,5.461516732448553,T1,T4-full-vector,policy,drift,policy,policy,,True,True,True,0.0,2,2026-08-08T00:06:00.501943+00:00,2026-08-08T00:06:00.629580+00:00,0.1276382077485323,15.7304459172301,15.858084124978632,15.73051887517795,minimal synchronous verdict bundle
7,S4,0.5,0.32153254004817017,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:04:51.720611+00:00,2026-08-08T00:04:53.846642+00:00,2.1260139998048544,0.4986620000563562,2.6246759998612106,0.49873874988406897,minimal synchronous verdict bundle
7,S4,2.0,0.8893778425071459,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:04:51.720611+00:00,2026-08-08T00:04:53.846642+00:00,2.1260139998048544,1.0714343329891562,3.1974483327940106,1.0714801670983434,minimal synchronous verdict bundle
7,S4,10.0,8.440370538970528,T3,T4-full-vector,authorization,drift,authorization,authorization,,True,True,True,0.0,1,2026-08-08T00:04:51.720611+00:00,2026-08-08T00:04:53.846642+00:00,2.1260139998048544,8.68621312500909,10.812227124813944,8.686297625303268,minimal synchronous verdict bundle
7,S5,0.5,0.28425303582949435,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:05:50.615371+00:00,2026-08-08T00:05:50.647080+00:00,0.03170812502503395,0.46073275012895465,0.4924408751539886,0.4607911668717861,minimal synchronous verdict bundle
7,S5,2.0,1.933598524723537,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:05:50.615371+00:00,2026-08-08T00:05:50.647080+00:00,0.03170812502503395,2.1638312921859324,2.1955394172109663,2.163875082973391,minimal synchronous verdict bundle
7,S5,10.0,6.413675222491574,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:05:50.615371+00:00,2026-08-08T00:05:50.647080+00:00,0.03170812502503395,6.595754667185247,6.627462792210281,6.5958067500032485,minimal synchronous verdict bundle
7,S6,0.5,0.148737124642712,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:06:32.759958+00:00,2026-08-08T00:06:42.748226+00:00,9.988153332844377,0.3388490001671016,10.327002333011478,0.3389139170758426,minimal synchronous verdict bundle
7,S6,2.0,1.0866957210014694,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:06:32.759958+00:00,2026-08-08T00:06:42.748226+00:00,9.988153332844377,1.3189062923192978,11.307059625163674,1.318956000264734,minimal synchronous verdict bundle
7,S6,10.0,1.568352273982262,T3,T4-full-vector,intent|authorization,drift,intent,authorization|intent,,True,True,True,0.0,1,2026-08-08T00:06:32.759958+00:00,2026-08-08T00:06:42.748226+00:00,9.988153332844377,1.7581413751468062,11.746294707991183,1.7581960842944682,minimal synchronous verdict bundle
7,S7,0.5,0.09026781992846056,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:05:16.554192+00:00,2026-08-08T00:05:16.625121+00:00,0.07093066582456231,0.2623619590885937,0.33329262491315603,0.26240725023671985,minimal synchronous verdict bundle
7,S7,2.0,1.9825203810987087,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:05:16.554192+00:00,2026-08-08T00:05:16.625121+00:00,0.07093066582456231,2.2276423750445247,2.298573040869087,2.2277057920582592,minimal synchronous verdict bundle
7,S7,10.0,6.435728518267067,T4,T4-full-vector,environment,drift,environment,environment,,True,True,True,0.0,1,2026-08-08T00:05:16.554192+00:00,2026-08-08T00:05:16.625121+00:00,0.07093066582456231,6.667421542108059,6.738352207932621,6.6674809590913355,minimal synchronous verdict bundle
